gender,height,weight,age,color,occupation,race,hair,titan,loveHistoria,eyes,loyalty,humor,fighting,intelligence,willpower,execution,passion,coordination,rationality,isReiner
2,156,110,41,3,2,2,2,2,1,3,3,9,4,8,9,7,6,2,9,0
1,136,68,35,3,3,1,3,2,2,1,0,1,5,10,10,9,2,1,8,0
2,154,123,54,3,2,1,2,1,1,3,7,8,0,2,5,2,7,0,3,0
1,172,112,16,1,1,3,3,1,2,3,0,2,1,10,4,5,8,7,2,0
2,141,91,46,2,3,2,2,2,1,3,4,1,5,1,2,6,1,9,9,0
2,158,94,26,2,1,3,3,1,1,1,2,10,4,3,6,6,8,8,8,0
1,198,49,14,1,2,3,1,1,2,3,10,4,2,6,7,7,8,0,0,0
1,186,41,57,2,3,2,2,2,1,3,1,0,5,6,4,8,3,0,10,0
2,140,108,38,2,3,2,3,1,2,2,10,9,10,0,4,8,3,10,10,0
1,155,85,16,1,2,1,2,2,1,2,5,9,5,10,0,7,1,0,7,0
1,185,57,51,2,2,3,3,2,2,2,2,0,2,9,2,9,1,9,0,0
2,191,91,56,3,2,3,1,2,2,3,1,9,0,9,0,4,5,0,3,0
1,142,101,26,3,2,3,1,2,2,3,3,8,4,0,5,1,1,6,9,0
1,160,59,53,2,1,3,2,1,2,2,8,0,4,10,7,1,4,1,7,1
1,195,73,23,2,2,1,3,1,1,3,0,8,7,6,9,5,3,7,10,0
2,174,64,30,1,3,1,3,2,1,1,9,4,3,1,2,6,7,1,6,0
2,191,52,58,1,2,1,2,1,1,2,0,6,9,2,4,2,5,9,3,0
2,178,53,25,2,2,2,3,2,2,3,6,5,6,3,5,2,2,6,1,0
1,184,46,29,2,1,3,1,2,2,3,10,0,7,3,7,0,8,0,7,0
2,180,124,25,2,1,2,2,2,1,1,4,7,8,4,10,0,2,7,3,0
1,193,84,22,3,3,2,2,1,2,3,2,3,8,7,10,1,2,7,4,0
2,195,81,50,1,3,2,2,1,1,1,7,8,0,3,4,6,0,5,8,0
2,191,73,16,3,2,3,2,1,2,1,10,6,1,0,8,6,2,3,5,0
2,162,103,31,2,3,3,3,2,2,3,7,9,10,4,9,7,1,8,10,0
2,151,68,31,2,1,2,2,2,1,2,4,1,7,1,3,10,2,0,0,0
2,175,66,26,3,2,2,2,2,1,1,2,10,10,9,2,2,5,0,5,0
1,198,96,36,1,1,2,1,2,2,3,10,3,6,5,3,9,4,10,5,0
1,187,95,29,2,1,1,2,2,1,2,0,4,8,6,9,6,6,9,6,0
1,172,48,23,1,1,2,3,1,2,2,9,8,9,0,7,5,7,3,1,0
2,185,46,10,2,1,1,1,1,2,1,8,7,7,6,3,5,4,6,10,0
1,175,91,43,3,1,1,2,2,1,1,10,4,6,3,10,6,6,4,5,0
2,175,48,12,2,1,2,1,2,1,2,4,10,2,5,1,0,2,6,5,0
2,157,98,44,3,2,3,2,1,1,3,8,4,3,4,5,4,0,0,10,0
2,193,114,37,3,2,2,1,1,2,2,4,4,3,7,1,1,0,7,1,0
2,165,126,12,1,3,3,2,1,1,2,0,1,7,9,7,1,0,3,4,0
1,179,119,41,1,1,2,2,2,1,1,8,5,10,0,0,5,1,10,10,0
2,176,122,19,2,3,2,2,2,2,3,10,9,9,1,8,3,2,0,8,0
2,155,89,19,1,3,3,3,2,1,2,10,8,9,6,9,4,3,9,1,0
1,149,112,31,2,3,3,1,1,1,1,0,4,6,9,6,6,9,9,1,0
2,159,64,45,2,2,2,3,1,1,2,4,8,7,9,8,6,9,4,1,0
2,165,89,13,1,3,3,2,1,2,1,10,2,3,4,4,0,6,7,1,0
2,161,59,42,2,2,2,2,2,2,1,5,3,2,5,9,9,7,7,3,0
2,143,122,53,1,1,1,1,1,1,2,7,9,6,8,8,6,8,3,10,0
1,156,82,59,3,2,2,2,2,1,1,8,8,4,4,3,7,10,4,8,0
1,150,62,25,1,1,3,3,1,1,3,2,3,2,1,8,2,3,9,6,0
1,168,112,54,2,3,1,2,1,2,3,7,4,10,7,2,10,5,3,5,0
2,188,62,40,3,3,2,1,2,1,2,5,0,10,3,2,9,0,9,8,0
1,190,126,53,2,2,2,1,1,2,2,4,10,10,3,7,2,1,0,5,0
2,170,125,38,2,3,2,3,1,1,1,3,10,9,8,1,8,0,4,5,0
1,176,102,29,2,3,3,1,2,1,3,2,2,4,7,4,0,5,1,4,0
2,192,50,20,3,3,1,3,1,1,2,4,4,4,1,7,0,3,2,2,0
2,139,121,17,2,1,1,3,2,2,3,6,2,9,8,1,4,5,10,0,0
2,169,66,37,1,3,2,1,2,2,2,9,5,5,2,10,4,4,6,5,0
2,170,100,48,2,1,1,1,2,2,2,10,7,8,7,3,6,7,1,1,0
2,161,81,47,3,1,3,1,1,2,3,0,8,1,0,10,0,6,7,6,0
2,158,107,40,1,2,3,2,1,1,1,8,7,6,3,6,6,5,9,8,0
1,197,80,59,3,1,2,2,1,2,1,1,0,7,8,2,5,5,7,3,0
1,182,40,37,3,1,2,2,2,1,3,6,2,3,9,10,1,9,0,3,0
1,162,42,37,1,3,2,2,1,1,2,4,5,2,7,0,2,6,10,1,0
1,143,71,12,1,2,3,3,2,1,3,8,9,3,4,1,4,10,7,9,0
2,156,129,59,1,3,2,2,2,2,3,6,9,8,2,7,10,8,3,4,0
1,138,117,22,2,3,2,3,2,1,1,6,7,7,0,7,7,1,6,0,0
2,152,128,35,1,2,1,3,2,2,3,7,3,3,10,10,8,4,1,6,0
1,152,59,45,1,1,3,1,2,1,2,9,6,2,4,3,3,9,7,10,0
1,186,76,27,3,1,1,2,1,2,3,9,5,6,4,2,6,4,1,9,0
1,180,111,16,1,2,1,1,2,1,1,0,3,0,10,7,4,6,6,7,0
1,194,73,27,3,3,1,1,1,1,3,3,7,8,5,0,7,5,3,1,0
1,172,82,18,2,1,1,1,1,2,2,6,2,6,0,6,6,8,6,2,0
1,161,127,44,2,3,3,2,2,1,3,2,6,2,9,7,8,2,9,1,0
2,183,92,13,2,2,2,1,2,1,2,5,4,6,2,2,4,5,9,7,0
1,184,87,36,1,2,2,1,2,2,3,2,0,9,8,9,6,8,8,10,0
2,189,86,44,1,3,3,3,2,2,2,10,10,1,3,7,6,8,1,10,0
2,161,41,22,3,2,3,3,1,2,2,10,3,10,2,0,0,10,4,2,0
1,136,66,11,2,2,1,1,1,2,2,3,9,7,8,4,5,4,7,6,0
1,138,48,44,1,1,2,3,2,2,3,0,0,10,4,0,7,5,4,3,0
2,184,129,38,1,3,1,3,2,1,3,8,2,6,6,0,2,4,2,8,0
1,142,55,41,2,3,2,3,1,2,2,3,6,8,2,0,8,7,8,3,0
1,142,75,21,1,2,3,2,1,1,2,4,2,5,6,1,2,7,2,3,0
2,159,100,36,1,2,3,2,1,2,3,1,8,6,6,9,9,2,0,6,0
2,158,101,52,3,3,1,1,1,2,2,6,2,4,1,3,9,9,0,10,0
2,189,116,31,3,3,3,2,2,2,1,8,8,10,0,3,2,6,1,6,0
1,161,85,46,3,3,2,3,1,2,3,4,0,10,8,4,2,0,6,5,0
1,153,86,43,3,2,1,3,2,1,3,4,8,4,4,10,6,0,5,7,0
1,192,41,40,3,3,3,3,2,1,2,8,0,10,4,4,2,7,2,5,0
2,155,61,10,2,1,1,1,2,2,3,7,10,5,1,9,4,6,0,8,0
1,140,85,58,3,1,1,1,2,1,1,0,8,2,10,5,9,5,2,3,0
2,198,102,25,1,3,3,2,1,1,2,7,2,4,6,6,2,10,8,9,0
1,141,73,26,2,1,3,2,1,1,1,8,5,1,9,3,3,5,3,7,1
1,183,64,50,2,3,2,1,2,2,1,2,2,7,7,7,6,9,4,6,0
1,154,53,21,1,1,2,3,1,2,2,3,10,8,8,2,5,6,2,6,0
1,156,120,53,1,3,2,3,1,1,2,3,3,5,3,3,9,5,4,4,0
2,175,82,31,3,2,1,3,1,2,2,10,8,3,0,0,4,10,10,9,0
2,174,105,50,2,1,3,3,1,1,1,2,5,3,5,8,9,0,7,7,0
2,198,122,58,2,1,2,1,1,2,2,5,3,9,9,10,4,5,10,6,0
2,155,114,50,2,3,2,3,2,2,1,1,1,8,6,1,7,3,1,4,0
1,187,115,16,1,1,1,3,2,1,2,2,7,9,7,2,4,1,7,0,0
1,136,52,34,3,2,3,1,2,2,2,9,3,3,8,9,4,6,1,2,0
1,149,91,28,1,1,3,2,1,2,1,6,6,10,1,8,0,5,5,1,1
1,181,122,20,1,2,2,2,2,2,3,4,3,0,9,1,5,1,5,4,0
2,169,114,40,2,2,2,3,1,1,1,8,2,5,6,7,4,5,5,3,0
2,168,62,53,1,3,3,1,1,2,2,2,0,9,7,4,1,1,4,2,0
2,192,108,10,3,2,2,3,2,1,1,4,10,8,6,4,7,1,10,0,0
2,195,98,47,3,1,3,1,2,1,1,5,1,3,6,7,1,3,6,0,0
2,160,126,21,1,3,1,1,1,2,1,6,3,3,4,2,7,5,6,4,0
2,138,129,23,3,2,2,1,2,1,2,2,7,3,7,1,1,6,10,1,0
1,181,93,13,2,1,2,1,1,2,1,7,4,1,4,8,1,6,1,2,0
2,147,81,22,1,3,1,2,2,2,3,7,7,10,5,0,10,5,3,10,0
1,155,43,57,1,2,1,1,2,1,1,5,2,5,6,0,5,10,0,9,0
1,176,109,50,1,1,3,3,2,1,1,2,8,10,8,9,7,10,5,4,0
1,140,76,47,2,2,2,2,2,1,2,9,5,0,4,5,8,8,10,6,0
2,155,129,47,3,1,3,3,2,1,2,6,3,1,6,4,3,9,6,3,0
2,139,120,47,1,2,2,1,1,2,2,7,5,10,5,10,6,3,10,10,0
2,147,52,46,2,2,1,2,2,2,3,9,9,8,0,2,6,8,4,1,0
2,148,45,46,2,3,1,3,2,2,1,2,2,3,4,6,9,5,3,1,0
1,164,58,13,2,1,3,3,2,2,2,1,3,3,10,9,2,10,5,6,0
2,166,59,44,1,1,2,3,2,2,1,4,4,9,0,10,7,2,8,8,0
1,178,49,34,1,1,2,1,2,2,1,8,7,7,3,8,0,1,8,9,0
2,186,94,59,2,1,3,3,1,2,2,10,10,3,5,9,10,4,4,7,0
2,147,108,42,2,2,1,3,1,2,2,10,4,4,1,0,9,0,1,2,0
1,157,94,24,3,3,3,3,1,2,2,5,10,8,5,10,8,3,9,0,0
2,189,118,29,2,2,2,3,2,1,1,3,9,2,5,6,7,6,8,9,0
1,193,88,36,1,1,1,1,1,2,3,9,7,8,6,5,0,1,2,6,0
1,179,74,15,3,1,3,1,1,1,2,0,10,9,3,1,2,6,2,10,0
2,192,116,26,3,3,1,2,1,2,1,6,6,5,2,4,2,7,0,3,0
1,150,116,19,1,3,1,3,1,2,1,8,3,2,3,3,4,10,4,1,0
2,194,108,41,1,3,3,1,1,1,3,6,3,9,5,1,4,7,4,5,0
2,177,67,25,3,3,3,3,2,2,3,0,9,0,9,8,0,4,10,5,0
2,163,49,17,2,1,3,3,2,2,3,6,4,8,3,7,3,3,1,5,0
1,175,48,38,1,3,3,2,2,2,2,3,9,3,6,2,5,10,9,10,0
2,141,103,59,2,1,3,3,1,2,3,7,10,7,1,6,8,4,5,3,0
1,147,52,34,1,3,1,3,1,2,1,6,4,2,3,4,10,4,6,3,0
2,190,101,45,3,1,3,1,2,1,3,6,2,0,0,5,8,6,6,4,0
1,166,43,12,2,1,1,3,2,2,1,7,4,2,9,2,8,9,7,0,0
1,161,42,30,2,3,3,1,1,1,1,5,8,5,10,2,7,3,7,1,0
2,170,59,58,3,1,1,2,1,2,2,9,8,0,3,2,3,6,7,3,0
2,182,99,37,1,1,2,1,2,1,1,9,7,3,10,8,6,10,1,5,0
2,193,113,13,2,3,2,2,1,2,2,7,2,3,0,6,5,7,10,8,0
2,138,56,29,2,2,2,3,2,2,2,1,6,1,0,2,0,0,2,4,0
2,160,60,10,1,1,3,3,2,2,1,7,6,5,10,0,7,0,8,0,0
2,184,95,33,3,1,1,3,2,1,2,1,7,1,4,7,5,1,0,5,0
1,188,61,24,3,3,3,3,2,2,3,9,2,10,6,8,2,5,5,4,0
2,185,80,59,2,1,3,3,2,1,2,3,2,2,7,1,7,3,1,7,0
2,184,47,57,1,2,3,3,1,2,2,7,5,10,6,5,9,4,3,4,0
2,160,51,37,1,3,3,3,1,1,1,10,4,2,6,3,6,0,9,8,0
2,197,129,51,3,3,3,1,2,2,2,0,3,0,0,0,3,10,0,4,0
1,137,78,53,3,3,1,2,2,2,3,6,10,5,7,8,8,0,3,7,0
1,151,95,49,3,1,3,2,2,2,1,4,4,8,2,6,2,2,1,8,0
2,145,49,42,2,1,1,2,1,1,3,5,8,3,10,9,2,2,1,7,0
2,140,110,22,2,2,1,1,2,2,1,0,10,8,9,2,6,8,5,2,0
1,137,83,26,1,2,2,3,1,2,3,9,2,7,5,3,10,2,5,9,0
1,183,42,57,3,2,2,2,1,2,3,4,0,8,5,6,1,7,3,3,0
1,199,70,58,1,1,2,1,2,1,2,7,3,8,7,10,9,3,5,10,0
1,136,100,16,3,3,2,3,1,2,2,3,5,0,9,0,9,6,1,7,0
1,155,44,45,3,3,3,1,2,1,1,5,3,5,0,8,1,1,0,2,0
1,147,96,28,2,3,2,3,1,1,1,5,0,7,4,7,7,9,7,5,0
1,180,108,13,1,3,3,2,2,2,2,5,3,6,9,5,1,6,5,1,0
2,140,120,42,1,2,1,2,2,2,2,7,7,8,2,9,3,2,8,4,0
1,174,78,21,2,2,2,3,1,1,3,4,2,1,4,1,3,7,3,2,0
2,151,114,22,3,2,2,2,2,2,3,9,1,7,3,3,7,8,6,1,0
2,181,80,11,2,1,1,1,2,1,2,5,8,2,7,10,7,10,3,1,0
1,146,105,59,2,1,2,3,1,1,1,1,0,8,1,4,1,6,6,9,0
2,162,128,40,3,2,2,2,1,2,2,7,10,4,8,8,4,4,5,3,0
1,136,94,21,1,3,1,3,2,2,2,3,8,9,4,1,0,4,4,4,0
2,156,79,44,1,3,1,2,1,2,1,8,8,8,1,8,8,7,3,4,0
1,170,124,39,3,3,2,2,2,1,3,4,0,3,0,2,1,9,10,6,0
2,191,80,41,2,2,1,1,1,1,3,2,2,9,2,7,7,3,3,9,0
2,151,107,34,2,3,1,3,1,2,1,3,2,6,8,7,1,2,7,9,0
1,162,94,47,3,2,3,2,1,2,2,0,6,0,6,1,6,1,0,3,0
1,177,62,36,2,3,2,1,1,1,1,8,10,5,5,9,2,3,7,1,0
1,155,117,41,2,1,1,3,2,1,3,4,6,4,9,10,1,5,2,4,0
1,145,67,26,1,2,3,1,1,1,2,4,1,4,3,0,9,4,4,6,0
1,148,75,35,3,1,2,1,1,1,2,3,7,9,10,3,3,1,4,1,0
1,154,119,21,2,1,3,1,1,1,1,1,7,6,9,5,9,8,6,6,0
2,163,49,13,3,3,1,3,2,2,2,1,6,8,2,2,0,9,2,0,0
1,168,94,20,1,1,1,3,2,1,2,3,7,1,10,4,10,1,8,8,0
2,147,52,41,2,2,2,1,2,2,2,4,10,0,9,1,8,8,10,7,0
2,145,66,28,3,3,1,3,1,1,3,5,6,5,2,4,3,1,7,2,0
2,179,43,15,2,1,1,1,1,2,1,10,0,10,1,1,9,9,4,3,0
2,181,67,41,1,2,3,3,1,2,2,10,0,4,2,7,0,6,5,6,0
1,159,68,33,1,2,3,3,1,2,1,10,10,8,8,8,4,6,9,4,0
1,189,123,15,2,3,1,1,1,2,3,1,8,9,10,7,0,7,7,7,0
1,186,89,22,2,3,2,3,2,1,2,2,5,3,10,5,10,4,1,10,0
1,139,62,59,2,2,2,3,2,1,3,2,8,0,9,0,8,1,2,1,0
2,141,81,57,3,2,3,3,2,1,3,6,2,1,10,4,6,6,8,3,0
2,148,128,44,3,2,2,3,1,1,2,9,9,7,1,8,8,0,8,1,0
1,194,93,11,1,3,3,1,2,2,1,5,1,3,3,7,6,9,0,3,0
1,144,93,54,1,2,3,1,1,1,3,10,0,2,1,10,4,10,7,9,0
1,170,53,32,1,1,3,1,2,1,3,10,4,7,3,5,6,6,3,5,0
2,162,69,33,3,1,3,1,2,1,2,8,8,1,8,5,6,10,4,8,0
1,175,101,47,1,3,2,2,1,2,1,8,8,2,4,10,2,4,8,9,0
2,187,80,11,3,1,1,2,2,1,1,1,4,4,1,9,7,10,6,2,0
1,170,49,53,3,1,3,3,2,1,1,9,5,7,8,2,3,8,8,8,0
1,165,55,21,2,3,1,3,2,2,1,2,6,5,6,5,10,8,6,1,0
1,192,98,53,2,3,1,1,2,1,1,2,8,1,10,10,6,4,2,4,0
1,166,96,24,3,2,1,1,2,2,1,4,10,4,2,5,0,8,5,4,0
1,163,118,16,3,3,1,2,1,2,2,8,2,4,2,0,10,7,1,6,0
2,199,77,14,1,3,3,3,1,2,3,7,6,3,5,6,8,3,6,0,0
2,172,71,29,1,3,2,3,1,2,3,4,0,4,7,9,9,1,4,1,0
1,169,72,14,2,1,1,2,2,1,2,8,8,4,7,1,3,2,6,5,0
2,199,113,35,3,1,3,2,2,2,1,9,1,0,5,10,4,3,7,3,0
2,137,46,14,1,2,2,3,2,1,3,5,5,6,5,9,0,9,6,5,0
1,146,73,19,1,2,3,3,1,2,3,2,6,0,3,0,4,5,0,10,0
2,143,45,20,3,3,3,2,1,2,3,1,0,10,4,6,3,2,3,2,0
2,158,75,29,2,1,3,3,2,1,2,10,3,8,0,2,0,1,8,3,0
1,136,117,38,1,1,3,3,2,1,1,8,2,4,2,3,0,0,8,0,0
2,156,87,57,3,3,2,2,2,1,2,3,6,2,7,5,1,1,6,9,0
2,168,112,56,2,1,2,1,1,2,3,0,10,9,9,5,2,7,3,2,0
1,144,79,43,1,2,3,3,2,1,1,0,8,8,3,4,1,1,3,10,0
2,153,49,59,1,3,3,2,2,1,1,9,3,10,4,8,8,5,8,9,0
1,138,104,28,3,2,3,2,1,1,1,10,3,7,6,10,7,10,4,5,0
2,191,86,53,2,1,1,3,1,2,2,1,4,3,8,7,2,9,7,0,0
1,162,99,56,1,1,2,1,2,2,2,4,0,7,3,4,7,7,0,6,0
1,153,80,43,3,1,1,2,2,1,3,1,5,2,7,6,7,2,5,4,0
1,150,108,54,2,3,3,1,2,2,3,10,10,6,10,2,7,2,8,7,0
1,142,116,57,1,2,2,1,2,2,3,4,5,1,2,4,7,1,1,9,0
2,136,68,14,3,1,1,3,2,1,3,1,9,4,4,0,3,7,7,1,0
1,190,59,40,1,3,1,2,1,1,1,7,6,1,4,0,8,1,6,2,0
2,179,75,19,2,1,2,2,1,2,3,7,10,1,0,6,5,5,4,2,0
2,149,93,49,2,2,2,2,2,2,3,7,7,7,10,3,6,7,10,8,0
2,167,52,30,2,2,2,3,1,2,2,0,3,1,10,10,3,10,1,4,0
2,188,46,18,2,3,1,3,2,2,2,4,5,0,3,4,7,2,3,9,0
2,192,111,26,1,3,1,1,2,1,3,5,6,1,6,10,2,3,0,1,0
2,139,79,45,3,1,2,3,1,2,3,3,2,6,7,8,7,4,4,4,0
2,137,81,54,2,1,3,3,1,1,1,6,3,2,3,2,9,5,8,8,0
2,158,98,18,2,1,1,2,2,1,2,5,8,0,5,8,2,9,9,9,0
2,167,119,15,2,2,2,2,2,1,2,8,5,0,8,0,1,1,7,5,0
1,193,107,24,2,2,1,3,2,2,2,2,7,1,8,9,1,9,1,9,0
1,144,122,33,1,3,2,3,1,1,3,2,9,4,5,9,5,5,5,3,0
2,145,129,45,3,1,3,2,2,1,2,6,1,0,10,1,4,10,9,3,0
1,196,108,27,3,2,2,3,1,1,1,8,5,7,3,5,9,8,5,9,0
1,185,47,54,3,1,1,1,1,2,1,2,8,7,10,8,7,4,3,2,0
1,154,59,37,1,1,2,2,2,1,2,10,1,2,8,2,7,3,4,10,0
2,177,114,22,2,3,2,3,2,2,1,1,6,6,5,0,7,10,3,9,0
1,142,98,13,3,3,1,2,2,2,1,7,3,8,3,0,3,7,3,9,0
2,181,93,34,3,2,3,2,2,1,2,2,6,7,0,5,9,9,9,9,0
1,166,123,22,2,2,2,3,1,2,1,8,2,10,0,0,4,7,9,6,0
1,183,126,30,1,2,2,2,2,1,1,1,1,1,8,0,7,10,2,3,0
1,156,93,18,3,1,1,1,2,1,3,2,9,5,4,6,5,4,8,4,0
1,189,119,10,1,1,2,1,1,2,1,7,0,4,9,7,3,3,9,8,0
2,154,54,55,1,2,2,3,2,1,3,7,10,8,0,10,7,10,7,2,0
1,184,121,51,1,3,3,1,2,1,1,7,8,9,8,10,1,5,0,6,0
2,196,126,56,1,1,3,2,2,1,2,2,4,0,4,10,7,9,9,3,0
1,154,75,15,2,2,2,2,2,1,3,8,8,7,0,1,2,2,8,8,0
2,152,90,40,2,2,1,3,2,2,2,10,3,0,0,6,4,1,1,6,0
1,140,45,47,2,1,3,1,2,2,1,1,8,3,8,9,8,5,10,9,0
1,165,124,50,2,1,2,1,2,2,3,3,0,5,2,3,9,4,10,9,0
1,164,106,27,1,1,2,3,1,2,2,9,3,10,3,0,2,7,7,8,0
2,198,52,29,2,1,3,3,1,2,3,7,3,7,5,7,7,3,0,7,0
1,180,67,47,1,3,3,3,2,2,1,4,9,4,10,5,10,4,8,6,0
1,152,122,16,1,2,2,1,1,1,3,9,0,2,9,4,5,8,0,7,0
1,183,115,35,3,3,3,2,1,2,3,1,7,4,3,3,10,6,2,4,0
1,153,123,12,3,3,2,3,1,1,2,3,3,3,1,7,3,6,1,2,0
2,155,117,32,3,3,3,3,1,2,2,8,6,2,4,5,3,1,10,3,0
2,162,68,54,3,2,1,2,2,2,2,6,9,8,6,2,0,8,4,8,0
2,183,105,42,2,3,1,2,1,2,3,8,8,2,4,8,8,9,10,4,0
1,156,98,27,3,1,2,2,2,2,2,3,2,0,8,2,3,7,0,9,0
2,160,80,25,3,2,1,1,1,1,2,9,4,7,3,5,5,5,9,2,0
2,177,103,36,1,3,2,2,2,2,1,3,2,4,10,8,3,1,2,1,0
1,170,123,23,3,2,2,2,1,2,1,6,1,8,8,2,4,10,1,4,0
2,147,68,39,2,1,3,3,1,1,1,5,4,7,6,2,2,7,3,7,0
2,151,120,19,1,1,1,2,1,2,1,2,3,2,7,10,1,1,7,0,0
1,184,77,52,3,1,3,1,1,2,2,3,2,9,9,4,9,1,5,9,0
1,152,100,55,2,2,3,3,2,2,1,6,0,8,5,10,3,8,3,8,0
2,191,63,57,3,3,3,3,1,2,3,7,2,5,5,3,0,8,0,5,0
1,145,127,33,3,2,2,3,1,1,1,8,7,4,10,4,6,7,7,10,0
2,197,91,41,3,3,3,3,2,2,1,7,7,7,5,2,4,2,9,0,0
1,166,60,35,2,2,1,2,1,2,2,5,6,1,1,7,1,10,7,7,0
2,135,45,32,1,1,3,3,2,1,1,8,6,2,0,9,3,7,7,7,0
1,173,60,42,2,2,1,2,1,2,1,10,9,3,6,10,6,0,4,4,0
2,177,122,43,3,3,1,3,1,1,2,8,4,0,3,0,9,7,2,10,0
2,184,101,48,2,1,3,3,1,1,3,7,5,2,6,4,0,5,2,7,0
1,196,120,45,3,2,1,2,2,1,2,1,2,8,2,5,2,2,2,1,0
2,186,108,52,3,1,3,1,1,1,3,8,0,7,1,9,4,9,9,4,0
2,137,51,16,1,3,3,3,2,2,3,10,4,6,2,2,0,3,1,3,0
1,194,54,22,1,3,2,2,1,2,2,1,3,2,10,4,0,1,5,0,0
1,181,85,18,1,3,2,3,2,1,2,0,8,10,1,0,8,10,4,7,0
2,162,104,19,1,2,2,2,2,2,1,7,5,8,0,7,8,4,7,4,0
1,187,52,49,3,2,3,1,2,2,1,8,10,0,5,9,8,9,10,5,0
1,155,103,30,2,1,1,3,2,2,3,2,0,0,7,10,5,10,5,1,0
1,197,49,24,1,2,2,3,2,2,2,0,9,1,6,8,10,8,6,10,0
2,183,44,44,2,2,1,2,2,2,2,1,9,0,10,10,4,5,10,0,0
2,137,66,41,2,3,3,1,2,1,1,2,3,4,9,6,1,2,3,4,0
1,140,91,43,3,2,1,3,2,1,1,6,7,4,6,0,8,6,0,5,0
1,182,46,50,1,2,2,1,2,2,3,10,8,9,0,2,0,5,2,1,0
1,174,94,49,2,2,1,1,1,1,1,5,6,9,2,0,0,9,4,8,0
2,190,81,20,2,2,1,2,2,2,2,9,3,10,8,3,0,5,1,5,0
2,191,63,50,1,2,2,3,2,1,2,3,2,6,10,5,5,5,7,6,0
2,167,97,37,2,3,1,1,2,1,2,4,1,8,9,3,3,9,6,6,0
1,192,53,47,1,3,3,2,1,2,1,5,6,6,8,7,1,10,9,2,0
2,168,57,11,2,1,2,1,1,2,2,3,8,2,3,0,2,10,10,4,0
1,194,43,21,2,1,3,2,2,2,2,10,7,10,5,0,4,6,8,8,0
2,195,40,42,2,1,3,3,2,1,3,6,6,6,3,6,8,10,7,9,0
1,185,122,40,1,3,2,2,1,2,2,9,1,2,1,4,7,0,10,8,0
2,141,61,36,2,2,3,1,1,1,2,10,1,1,5,7,5,7,6,3,0
1,142,112,36,1,2,2,3,2,2,3,4,7,7,10,2,2,8,8,1,0
2,183,114,36,3,3,1,2,1,2,1,5,5,9,5,4,3,7,3,6,0
1,158,89,45,2,1,3,1,2,1,3,2,5,0,8,8,2,8,9,4,0
1,163,108,25,1,3,1,3,2,1,3,4,6,4,0,5,0,5,0,5,0
1,192,43,36,1,3,3,2,2,1,2,6,10,1,10,8,4,5,2,0,0
2,186,103,18,2,3,1,1,1,1,1,5,4,1,0,5,8,7,9,5,0
1,189,59,14,2,1,3,2,2,1,2,4,10,7,3,10,0,7,4,5,0
1,171,76,42,2,2,1,1,1,2,3,1,2,2,10,10,1,4,1,5,0
2,152,67,39,2,2,1,2,1,1,2,7,5,8,4,2,5,9,2,10,0
1,187,54,38,1,2,3,3,1,1,3,5,6,5,1,9,5,10,2,7,0
1,172,118,35,3,3,1,1,1,2,2,2,5,1,4,1,4,6,4,10,0
1,173,54,54,1,3,1,1,1,1,1,7,9,8,3,1,1,10,2,10,0
1,171,103,44,2,1,3,2,2,1,3,5,7,8,4,4,10,2,8,7,0
2,154,103,48,1,2,3,1,2,2,2,9,1,3,9,7,5,3,0,3,0
1,162,113,32,1,3,2,1,1,1,2,9,10,7,4,4,1,3,4,0,0
2,161,117,19,2,2,2,1,1,1,2,1,10,9,2,3,1,2,1,4,0
1,182,83,47,2,1,1,3,2,1,2,0,6,0,0,7,4,2,7,7,0
2,194,119,27,2,2,2,2,1,2,1,1,4,2,3,0,8,5,5,4,0
1,185,64,25,2,1,2,1,2,2,3,6,4,1,3,10,7,2,0,5,0
2,184,72,53,3,1,2,1,2,2,1,10,6,7,8,6,6,7,2,2,0
1,158,125,30,3,2,2,1,1,2,2,10,1,3,6,3,2,6,7,5,0
2,141,69,24,3,3,1,3,2,2,3,7,9,5,0,9,10,4,10,2,0
1,158,40,15,1,1,3,1,2,1,2,5,1,6,0,6,3,10,7,10,0
1,146,59,53,2,3,2,2,2,2,3,9,1,5,2,0,3,2,7,1,0
1,138,107,19,3,2,3,2,1,1,2,1,3,10,10,7,6,9,2,3,0
1,148,46,42,1,1,2,3,2,2,3,5,1,7,10,4,3,2,8,9,0
2,183,121,57,1,2,2,1,1,1,1,3,7,3,8,1,5,4,3,5,0
2,173,109,55,3,1,1,2,2,2,3,9,8,0,6,9,6,10,1,6,0
1,166,110,59,2,3,3,3,1,2,2,8,8,10,4,0,0,0,2,4,0
2,144,97,54,2,1,1,3,1,2,1,6,1,4,2,10,2,8,7,7,0
1,157,50,41,1,1,1,2,1,2,3,6,8,9,1,3,10,7,10,8,0
2,135,50,31,2,3,1,3,2,2,2,7,4,3,6,0,2,0,5,10,0
1,181,107,17,2,2,1,3,2,2,2,7,7,1,10,4,1,1,2,4,0
1,169,127,50,1,1,1,1,2,1,3,5,2,3,9,0,9,1,3,4,0
2,138,102,50,3,1,1,3,1,1,1,5,2,2,6,8,3,8,4,10,0
2,188,67,52,2,3,1,1,1,1,2,4,0,8,8,6,9,5,8,9,0
2,177,97,51,1,3,3,3,2,1,1,0,9,5,2,4,10,7,1,2,0
